review_title,review_text,rating,review_date,reviewer_name,product_id,product_name,WSID,Store name
,"Great Value, Fast delivery, easy to order",5,2013-10-28T00:00:00.000Z,Leonard M.,6555,Remanufactured Replacement for Epson 676XL (T676XL420) Yellow Ink Cartridge,1gm0fkmh7pht1179,swiftink
,works great. .. thakns!,5,2013-10-28T00:00:00.000Z,Sarah S.,6276,Remanufactured Epson T273XL220 273XL High Yield Cyan Ink Cartridge,1gm0fkmh7pht1180,swiftink
,correct ink arrived in timely manner and worked fine,5,2013-10-28T00:00:00.000Z,Cheryl H.,6272,Remanufactured Epson T273XL020 273XL High Yield Black Ink Cartridge,1gm0fkmh7pht1181,swiftink
,Delivery was prompt and the shipped product was well packed. The cartridges work perfectly and I am sure they will continue to do so.,5,2013-10-28T00:00:00.000Z,Bernard h.,6220,Remanufactured Epson 200XL 10-Set Ink Cartridges: 4 Black & 2 each of Cyan / Magenta / Yellow,1gm0fkmh7pht1182,swiftink
,"GREAT COSTUMER SERVICE, will def buy from again!!!!",5,2013-10-28T00:00:00.000Z,Jonathan A.,6218,Remanufactured Epson 200XL High Yield Yellow Ink Cartridge,1gm0fkmh7pht1183,swiftink
,Just loaded them today. My printer took them just fine. Absolutely no problems at all. Will order from here again.,5,2013-10-28T00:00:00.000Z,Melissa J.,6216,Remanufactured Epson 200XL High Yield Magenta Ink Cartridge,1gm0fkmh7pht1184,swiftink
,Easy to use website. Always have what I need. Fast delivery. Accurate delivery. Ordering from Swift saves our small church between $1000 & $2000 each year (over using a local store & purchasing new cartridges).,5,2013-10-28T00:00:00.000Z,Donna H.,6176,Remanufactured Replacement for Epson T127 10-Set Ink Cartridges: 4 Black & 2 each of Cyan / Magenta / Yellow,1gm0fkmh7pht1185,swiftink
,Will order from swiftink again.,5,2013-10-28T00:00:00.000Z,Rod H.,6214,Remanufactured Epson 200XL High Yield Cyan Ink Cartridge,1gm0fkmh7pht1186,swiftink
,Ink performing as expected.  Shipping was very prompt.  Professional packaging.  Will buy again.  Thanks.,5,2013-10-28T00:00:00.000Z,Elizabeth T.,6174,Remanufactured Replacement for Epson T127420 (T1274) Extra High Capacity Yellow Ink Cartridge,1gm0fkmh7pht1187,swiftink
,Products always arrive Swiftly and quality is excellent. I am a loyal purchaser and will purchase some more from them today. 100% trustworthy.,5,2013-10-28T00:00:00.000Z,Samuel C.,6174,Remanufactured Replacement for Epson T127420 (T1274) Extra High Capacity Yellow Ink Cartridge,1gm0fkmh7pht1188,swiftink
,very satisfied with your service and prices. keep ti coming,5,2013-10-28T00:00:00.000Z,William L.,6172,Remanufactured Replacement for Epson T127320 (T1273) Extra High Capacity Magenta Ink Cartridge,1gm0fkmh7pht1189,swiftink
,"Isn't anything I don't love about this company and its products. A lot you could teach others about product satisfaction, customer service & delivery.
You got it all going on. I'm so glad I found you, will continue using you & refer whenever I get the opportunity.",5,2013-10-28T00:00:00.000Z,Annie L.,6172,Remanufactured Replacement for Epson T127320 (T1273) Extra High Capacity Magenta Ink Cartridge,1gm0fkmh7pht1190,swiftink
,Ink has been working great in my Epson printer.,5,2013-10-28T00:00:00.000Z,Dominika W.,6172,Remanufactured Replacement for Epson T127320 (T1273) Extra High Capacity Magenta Ink Cartridge,1gm0fkmh7pht1191,swiftink
,Great,5,2013-10-28T00:00:00.000Z,Lonnie B.,6170,Remanufactured Replacement for Epson T127220 (T1272) Extra High Capacity Cyan Ink Cartridge,1gm0fkmh7pht1192,swiftink
,Have been using Swiftink for a while now with no problems at all and for the price can't beat it,5,2013-10-28T00:00:00.000Z,Jace R.,6170,Remanufactured Replacement for Epson T127220 (T1272) Extra High Capacity Cyan Ink Cartridge,1gm0fkmh7pht1193,swiftink
,I was very satisfied with the service and prompt delivery!,5,2013-10-28T00:00:00.000Z,Lisa N.,6142,Compatible Replacement for Dell T109N / Series 24 High Yield Black Ink Cartridge for the P713/V715 Printers,1gm0fkmh7pht1194,swiftink
,I get great service fast and affordable.,5,2013-10-28T00:00:00.000Z,Stephen B.,6071,Remanufactured Replacement for Epson T087420 Yellow Ink Cartridge for the Stylus Photo R1900,1gm0fkmh7pht1195,swiftink
,Great Products!,5,2013-10-28T00:00:00.000Z,Carol I.,5301,Compatible Brother LC41Bk Black Ink Cartridge,1gm0fkmh7pht1196,swiftink
,I will definitly buy this toner again!!,5,2013-10-28T00:00:00.000Z,Naylene N.,5113,Compatible Dell 1320C Laser Printer High Yield Yellow Toner Cartridge,1gm0fkmh7pht1197,swiftink
,"Customer service isn't dead!!  I bought ink a few months back and finally installed it.  After 3 attempts & getting multiple errors on the printer itself, the ink finally went into the printer.  I contacted swift ink because the cartridges according to the printer were damaged. Without question or hesitation I received new cartridges within days.",5,2013-10-28T00:00:00.000Z,Tanyce P.,4887,Remanufactured Replacement High Yield Cyan Ink Cartridge for CN054AN / HP 933XL,1gm0fkmh7pht1198,swiftink
,"The ink is affordable, arrives quickly, and works great.",5,2013-10-28T00:00:00.000Z,David K.,4877,Remanufactured High Yield Cyan Ink Cartridge for CN046AN / HP 951XL,1gm0fkmh7pht1199,swiftink
,Ink cartridges are printing with crisp quality on my HP printer and the shipping was amazingly quick. I will be buying all of my ink from Swiftink,5,2013-10-28T00:00:00.000Z,Kimberly R.,4873,Remanufactured Bulk Set of 10 Ink Cartridges for HP 950XL and 951XL Series: 4 Black & 2 each of Cyan / Magenta / Yellow,1gm0fkmh7pht1200,swiftink
,I absolutely LOVE this site! Always shipped and received when told.,5,2013-10-28T00:00:00.000Z,Eboni M.,4693,Compatible Canon CLI-226 Yellow Ink Cartridge,1gm0fkmh7pht1201,swiftink
,It was easy to order ink and it arrived quickly.,5,2013-10-28T00:00:00.000Z,Keith M.,4677,Compatible Canon CLI-221 Cyan Ink Cartridge,1gm0fkmh7pht1202,swiftink
,"Work flawlessly, as do all Swiftink cartridges. A great buy with superspeed shipping.",5,2013-10-28T00:00:00.000Z,Wayne C.,4677,Compatible Canon CLI-221 Cyan Ink Cartridge,1gm0fkmh7pht1203,swiftink
,"Great product, fast service, can't get any better than that.",5,2013-10-28T00:00:00.000Z,Connie P.,4343,Compatible HP CE321A (HP 128A) Cyan Toner Cartridge (1300 Page Yield),1gm0fkmh7pht1204,swiftink
,The ink cartridges were just as reliable as the more expensive brand name. I have been using them now for a couple months and I have seen no difference from the brand version and its a lot less expensive.,5,2013-10-28T00:00:00.000Z,Janet M.,4193,Compatible HP 564XL Yellow High Yield Ink Cartridge CB325WN,1gm0fkmh7pht1205,swiftink
,I am very happy with my purchase from SwiftInk. Good quality product at a much better price than name brand. Great service too!,5,2013-10-28T00:00:00.000Z,Jeffrey G.,4113,Remanufactured HP C9393AN / HP 88XL Yellow Ink Cartridge,1gm0fkmh7pht1206,swiftink
,great costumer service,5,2013-10-28T00:00:00.000Z,Wendy L.,4329,Compatible HP 85A Toner Cartridge (CE285A),1gm0fkmh7pht1207,swiftink
,SwiftInk has helped us save money on our toner and printer ink!,5,2013-10-28T00:00:00.000Z,Deborah J.,4263,Remanufactured Replacement High Yield Tri-Color Ink Cartridge for CC644WN / HP 60XL,1gm0fkmh7pht1208,swiftink
,Just as described we will see how it does in the long run. Test pages looking good though.,5,2013-10-28T00:00:00.000Z,Craig B.,4193,Compatible HP 564XL Yellow High Yield Ink Cartridge CB325WN,1gm0fkmh7pht1209,swiftink
,"Very pleased with performance, price, and quality!",5,2013-10-28T00:00:00.000Z,Guest,4193,Compatible HP 564XL Yellow High Yield Ink Cartridge CB325WN,1gm0fkmh7pht1210,swiftink
,"Prints photos and documents just as well as the HP stuff, but at a fraction of the price.",5,2013-10-28T00:00:00.000Z,Richard S.,4193,Compatible HP 564XL Yellow High Yield Ink Cartridge CB325WN,1gm0fkmh7pht1211,swiftink
,"Hey, it works. That is all I ask.",5,2013-10-28T00:00:00.000Z,Daniel R.,4063,Remanufactured Replacement Tri-Color Ink Cartridge for C8766WN / HP 95,1gm0fkmh7pht1212,swiftink
,Works perfectly for my HP all-in-one Officejet 8500 for a fraction of the cost of OEM ink cartridges. Very pleased!,5,2013-10-28T00:00:00.000Z,Joshua C.,3965,Remanufactured Hewlett Packard C4907AN (HP 940XL Cyan) High Yield Ink Cartridge,1gm0fkmh7pht1213,swiftink
,Great price . .. fast delivery. .. totally Epson  compatible product with smooth crisp printing,4,2013-10-28T00:00:00.000Z,Steve S.,6216,Remanufactured Epson 200XL High Yield Magenta Ink Cartridge,1gm0fkmh7pht1214,swiftink
,Did a bit of shopping; found SwiftInk.  Package arrived a bit sooner than expected and all seems to be working just fine.  Thanks.    asp,4,2013-10-28T00:00:00.000Z,Alan P.,4881,Remanufactured High Yield Yellow Ink Cartridge for CN048AN / HP 951XL,1gm0fkmh7pht1215,swiftink
,"We got the ink very quickly and it looks to be the right stuff, but we haven't used it yet, so don't know how well it works.",4,2013-10-28T00:00:00.000Z,Christen n.,4721,Compatible Canon CLI-8M Magenta Ink Cartridge w/ Chip,1gm0fkmh7pht1216,swiftink
,Ink works fine; HP warned me in a message about Not HP.  Printer is OK.,4,2013-10-28T00:00:00.000Z,Thaddeus C.,4191,Compatible HP 564XL Magenta High Yield Ink Cartridge CB324WN,1gm0fkmh7pht1217,swiftink
,This ink works just as well as the Epson branded ink.  The price is great and shipping is free when purchasing the 10-set.  Delivery was quick.   I will continue to use this supplier for my ink cartridge needs as long as their quality and pricing meet my needs.,5,2013-10-27T00:00:00.000Z,Maryann K.,6220,Remanufactured Epson 200XL 10-Set Ink Cartridges: 4 Black & 2 each of Cyan / Magenta / Yellow,1gm0fkmh7pht1218,swiftink
,I had ordered one black and three color cartridges for my Epson XP-310. I changed the black one and it worked perfectly. It was three months later when the color cartridges needed changing. The printer would not recognize them. I contacted swiftink and they said they are aware of the problem. They said Epson had changed something on their cartridges and the cartridges I had were the wrong ones. Swiftink immediately shipped the new cartridges and I received them in 3 days. Thy worked perfectly just as he said they would! A big thumbs up for swiftink!,5,2013-10-27T00:00:00.000Z,Allen C.,6214,Remanufactured Epson 200XL High Yield Cyan Ink Cartridge,1gm0fkmh7pht1219,swiftink
,"I chose this brand because, of all the remanufactured brands, this one had the best reviews. So far, so good.",5,2013-10-27T00:00:00.000Z,James O.,6162,Remanufactured Replacement for Epson T126320 (T1263) Magenta Ink Cartridge,1gm0fkmh7pht1220,swiftink
,First time purchased for new Epson wf3540 and had a problem. They called me and walked me through to get everything to work for me. It was time consuming. The associate was very patient and courteous with me.  I WOULD RECOMMEND THEM TO ALL.,5,2013-10-27T00:00:00.000Z,Deborah M.,6168,Remanufactured Replacement for Epson T127120 (T1271) Extra High Capacity Black Ink Cartridge,1gm0fkmh7pht1221,swiftink
,Cartridges are working and printing great. We saved a lot of $ too!,5,2013-10-27T00:00:00.000Z,Jason O.,5633,"Compatible Canon PGI225 & CLI226 Set of 12 Ink Cartridges: 4 Pigment Black PGI225, 2 each of CLI226 B/C/M/Y",1gm0fkmh7pht1222,swiftink
,Great quality and value! Highly recommend.,5,2013-10-27T00:00:00.000Z,James F.,4879,Remanufactured High Yield Magenta Ink Cartridge for CN047AN / HP 951XL,1gm0fkmh7pht1223,swiftink
,"This was my first purchase from SwiftInk and I will definitely order again.  I typically use a popular office store to order my toners, but I thought I would give it a try.  My HP remanufactured toner far exceeded by expectations!  Trust me!!!!  Give this product a try.",5,2013-10-27T00:00:00.000Z,Regina B.,4657,Remanufactured Hewlett Packard CH563WN / HP 61XL High Yield Black Ink Cartridge,1gm0fkmh7pht1224,swiftink
,. .. and Stellar service also!,5,2013-10-27T00:00:00.000Z,William j.,3497,Remanufactured Replacement Black Ink Cartridge for 51645A / HP 45,1gm0fkmh7pht1225,swiftink
,What a shock to discover  how expensive brand-name ink cartridges are! SwitInk proves that they offer good value for money with their b/w and colour cartridges for my Lexmark printer.,5,2013-10-27T00:00:00.000Z,Margaret M.,3011,Remanufactured Lexmark 18C1974 (#4) Black Inkjet Cartridge,1gm0fkmh7pht1226,swiftink
,"love that i can buy in online, quickly and way less expensive than going to the store. it was shipped fast too!",5,2013-10-27T00:00:00.000Z,Alane E.,2991,Remanufactured Lexmark 18C0032 (#32) Standard Capacity Black Inkjet Cartridge,1gm0fkmh7pht1227,swiftink
,No problems and I saved money. I will buy again,4,2013-10-27T00:00:00.000Z,Jorge F.,6220,Remanufactured Epson 200XL 10-Set Ink Cartridges: 4 Black & 2 each of Cyan / Magenta / Yellow,1gm0fkmh7pht1228,swiftink
,i was very satisfied with these. they fit my machine and work just fine.,4,2013-10-27T00:00:00.000Z,Gale Y.,2943,Compatible Replacement for Lexmark 14N1069 / 100XL High Yield Cyan Ink Cartridge,1gm0fkmh7pht1229,swiftink
,"First of all, the ink arrived VERY quickly! No problems installing it, and the printer recognized the cartridge just fine. I can't tell any difference in quality from the OEM cartridge, but so far, for an XL cartridge, it does seem to be getting used up a bit quicker than I was expecting. The only problem (that isn't really a problem) is that when I try to print something, the printer just sits there making various noises for a good minute and a half to two minutes before actually printing, when compared with OEM cartridges that started printing immediately. Irritating if I'm on the go and need to print something last minute, but by no means a deal breaker.",4,2013-10-27T00:00:00.000Z,Kris W.,2949,Compatible Replacement for Lexmark 14N1614 / 150XL High Yield Black Ink Cartridge,1gm0fkmh7pht1230,swiftink
,Great communications and one of the best customers service experiences I have had. The product works grata and I have not had any issues with compatability. The print quality is the same as the genuine Epson cartridges.,5,2013-10-26T00:00:00.000Z,Kimberly L.,6218,Remanufactured Epson 200XL High Yield Yellow Ink Cartridge,1gm0fkmh7pht1231,swiftink
,Good products for variety of printers,5,2013-10-26T00:00:00.000Z,Hamad J.,6212,Remanufactured Epson 200XL High Yield Black Ink Cartridge,1gm0fkmh7pht1232,swiftink
,Never had a problem!,5,2013-10-26T00:00:00.000Z,Frank K.,6172,Remanufactured Replacement for Epson T127320 (T1273) Extra High Capacity Magenta Ink Cartridge,1gm0fkmh7pht1233,swiftink
,Does a great job at great savings!,5,2013-10-26T00:00:00.000Z,Irene B.,5781,Compatible Q5949X / 49X Black Laser Toner Cartridge for HP,1gm0fkmh7pht1234,swiftink
,Everything seems to be working fine. I am impressed with the speed of delivery along with the congeniality of the help when I had to call them. Thanks for such great service.,5,2013-10-26T00:00:00.000Z,Alma D.,6033,Remanufactured High Yield 10-Set Ink Cartridges for Epson 68 and 69: 4 Black & 2 each of Cyan / Magenta / Yellow,1gm0fkmh7pht1235,swiftink
,Worked great. The price was good. The ink arrived promptly -four days.,5,2013-10-26T00:00:00.000Z,Frank H.,4087,Remanufactured Replacement Black Ink Cartridge for C9362WN / HP 92,1gm0fkmh7pht1236,swiftink
,"Well packaged, and on time!",5,2013-10-26T00:00:00.000Z,Joy,2855,Compatible Lexmark #16 (10N0016) High Yield Black Ink Cartridge,1gm0fkmh7pht1237,swiftink
,better price better service,5,2013-10-25T00:00:00.000Z,Shaida J.,6220,Remanufactured Epson 200XL 10-Set Ink Cartridges: 4 Black & 2 each of Cyan / Magenta / Yellow,1gm0fkmh7pht1238,swiftink
,I am very pleased with the service from Swift Ink. Been a long time customer and have no complaints. The Brother LC75M High Yield Cartridges are great! No problems. Thanks Swift Ink for being so price reasonable.,5,2013-10-25T00:00:00.000Z,Kerry P.,5343,Compatible Brother LC75M High Yield Magenta Ink Cartridge,1gm0fkmh7pht1239,swiftink
,"Great price, great product, fast shipping too! Will order again.",5,2013-10-25T00:00:00.000Z,Nicholas D.,4909,8-Pack Compatible HP 564XL High Yield Ink Cartridges: 2 x Black/Cyan/Magenta/Yellow,1gm0fkmh7pht1240,swiftink
,Items arrived on time. . Works  very well. . At a very affordable price !!,5,2013-10-25T00:00:00.000Z,Edward D.,4691,Compatible Canon CLI-226 Magenta Ink Cartridge,1gm0fkmh7pht1241,swiftink
,Just used my first ink cartridge. Works great and got at a great price!,5,2013-10-25T00:00:00.000Z,Cathy R.,4871,Remanufactured High Yield Black Pigment-Based Ink Cartridge for CN045AN / HP 950XL,1gm0fkmh7pht1242,swiftink
,Great service and price.  So much better then where I was getting them from before!!,5,2013-10-25T00:00:00.000Z,Cheryl C.,4191,Compatible HP 564XL Magenta High Yield Ink Cartridge CB324WN,1gm0fkmh7pht1243,swiftink
,"Excellent quality at a most competitive price. I also have used remanufactured ink from you for my Epson 845  previously; am also most pleased with the quality; prompt service as well

Thanks

Dwight R. Thomas
nafta@shawcable. com",5,2013-10-25T00:00:00.000Z,Dwight T.,4185,10-Pack Compatible HP 564XL High Yield Ink Cartridges: 2 x Black/Photo/Cyan/Magenta/Yellow,1gm0fkmh7pht1244,swiftink
,Ink satisfactory. not available at this time however. When will it be in stock? It is #14 black for. Z2300 printer. Warren  Braun,5,2013-10-25T00:00:00.000Z,Warren B.,3013,Remanufactured Lexmark 18C2090 (#14) Black Inkjet Cartridge,1gm0fkmh7pht1245,swiftink
,"Not just the Black ink is excellent but all inks that I have purchased for SWIFTINK has been perfect.
I would not purchase from any other company.",5,2013-10-25T00:00:00.000Z,Larry W.,4187,Compatible HP 564XL Photo Ink Cartridge CB322WN,1gm0fkmh7pht1246,swiftink
,Great value and service I would recommend swift ink. com to anyone using epson printers,5,2013-10-24T00:00:00.000Z,Javier S.,6555,Remanufactured Replacement for Epson 676XL (T676XL420) Yellow Ink Cartridge,1gm0fkmh7pht1247,swiftink
,When I first heard about swiftink. com I was surprised with the low prices. I now buy all my ink there. I work for our Church and this also saves them money.  I will continue to purchase my ink through them for as long as I can.,5,2013-10-24T00:00:00.000Z,Cynthia C.,6555,Remanufactured Replacement for Epson 676XL (T676XL420) Yellow Ink Cartridge,1gm0fkmh7pht1248,swiftink
,"Kind and efficient person answering phone!
Order received quickly and in excellent condition!
Will definitely continue to order from this fine company!
Nancy Nesbitt",5,2013-10-24T00:00:00.000Z,Nancy N.,6220,Remanufactured Epson 200XL 10-Set Ink Cartridges: 4 Black & 2 each of Cyan / Magenta / Yellow,1gm0fkmh7pht1249,swiftink
,Great product!,5,2013-10-24T00:00:00.000Z,Aimee D.,6216,Remanufactured Epson 200XL High Yield Magenta Ink Cartridge,1gm0fkmh7pht1250,swiftink
,THE INK IS GREAT.   WHAT A PRODUCT.  WILL ORDER HERE FROM NOW ON!!!!,5,2013-10-24T00:00:00.000Z,Carissa L.,6216,Remanufactured Epson 200XL High Yield Magenta Ink Cartridge,1gm0fkmh7pht1251,swiftink
,My order was processed very quickly.,5,2013-10-24T00:00:00.000Z,Joel C.,6212,Remanufactured Epson 200XL High Yield Black Ink Cartridge,1gm0fkmh7pht1252,swiftink
,"Best Price, Prompt Delivery and Good Printing Results",5,2013-10-24T00:00:00.000Z,Dennis O.,6170,Remanufactured Replacement for Epson T127220 (T1272) Extra High Capacity Cyan Ink Cartridge,1gm0fkmh7pht1253,swiftink
,Great,5,2013-10-24T00:00:00.000Z,Brad H.,6172,Remanufactured Replacement for Epson T127320 (T1273) Extra High Capacity Magenta Ink Cartridge,1gm0fkmh7pht1254,swiftink
,I have been looking for a good inexpensive ink web site that is reliable with a good delivery system and excellent customer service.  I do recommend the site. .frankv,5,2013-10-24T00:00:00.000Z,Jason e.,6170,Remanufactured Replacement for Epson T127220 (T1272) Extra High Capacity Cyan Ink Cartridge,1gm0fkmh7pht1255,swiftink
,"Hard to believe a product of such quality could be so inexpensive, and they pay the postage! AND it practically flew here, honestly, it was that fast. Swift Inks are of excellent quality. I'm a frequent customer. I reccommend without any reservations.",5,2013-10-24T00:00:00.000Z,Jessica N.,6128,Compatible Replacement for Dell T105N / Series 23 High Yield Black Ink Cartridge for the V515w Printer,1gm0fkmh7pht1256,swiftink
,Product came as ordered and in no time. Will surely order again in the future when my ink runs out!,5,2013-10-24T00:00:00.000Z,Lorraine B.,6126,"Remanufactured Bulk Set of 12 Ink Cartridges for Epson 98: 2 each of Black, Cyan, Magenta, Yellow, Light Cyan, Light Magenta",1gm0fkmh7pht1257,swiftink
,Love that my ink works just as good as name brand for half the cost!,5,2013-10-24T00:00:00.000Z,Jen H.,5631,Compatible Canon PGI-225 Pigment Black Ink Cartridge,1gm0fkmh7pht1258,swiftink
,"We purchased the Remanufactured Canon Pg-210xl High Yield Black Ink Cartridge and even though my printer was unable to measure the ink level in the cartridge, I found out that it yielded the same amount of copies I had been getting from other cartridges that cost almost twice the amount.",5,2013-10-24T00:00:00.000Z,Felita F.,5611,Remanufactured Canon PG-210XL High Yield Black Ink Cartridge,1gm0fkmh7pht1259,swiftink
,Perfect! It is very nice quality. .. . very happy with my purchase. Thank you!,5,2013-10-24T00:00:00.000Z,Savanna W.,5325,Compatible Brother LC61M Magenta Ink Cartridge,1gm0fkmh7pht1260,swiftink
,I will definalty use your service again,5,2013-10-24T00:00:00.000Z,Thomas M.,4681,Compatible Canon CLI-221 Magenta Ink Cartridge,1gm0fkmh7pht1261,swiftink
,"I have been using Swiftink for a few years--great products, customer service & delivery.
Thank you!",5,2013-10-24T00:00:00.000Z,Mark P.,4439,Remanufactured Replacement Cyan Laser Toner Cartridge for CF211A / HP 131A,1gm0fkmh7pht1262,swiftink
,"Great service, product and on time ! No need to say more. .. .. .. .. .. .",5,2013-10-24T00:00:00.000Z,Rene A.,4115,Remanufactured HP C9396AN / HP 88XL Black Ink Cartridge,1gm0fkmh7pht1263,swiftink
,"the HP920's are working fine after a call to your customer service line, whoever I talk to was great. he gave me lots of tips to get my printer to accept the Ink. .. I'm a Happy camper. .. .. will use you again. .. .. .. Thanks   Tom Tilley  Realtor",5,2013-10-24T00:00:00.000Z,THOMAS T.,4277,Compatible Hewlett Packard (HP) CD975AN (HP 920XL High Yield Black) Ink Cartridge,1gm0fkmh7pht1264,swiftink
,"I purchased this ink with a skeptical feeling, but this product is excellent.  I'll purchase ink from swiftink. com again.",5,2013-10-24T00:00:00.000Z,Katherine B.,4273,Compatible Hewlett Packard (HP) CD973AN (HP 920XL High Yield Magenta) Ink Cartridge,1gm0fkmh7pht1265,swiftink
,It works.,5,2013-10-24T00:00:00.000Z,Peter H.,4265,Remanufactured High Yield Black Ink Cartridge for HP 901XL / CC654AN,1gm0fkmh7pht1266,swiftink
,These work great and have plenty of ink unlike other brands,5,2013-10-24T00:00:00.000Z,Barrett R.,4087,Remanufactured Replacement Black Ink Cartridge for C9362WN / HP 92,1gm0fkmh7pht1267,swiftink
,AAAAA+++++,5,2013-10-24T00:00:00.000Z,Paul R.,4013,Remanufactured Replacement Tri-Color Ink Cartridge for C6578AN / HP 78,1gm0fkmh7pht1268,swiftink
,"Not only does this company have great customer service, their refilled ink cartridges are as good as any new on the market, at half or less the price. GREAT place to do business!!",5,2013-10-24T00:00:00.000Z,Patricia C.,3627,Compatible Canon 6432B001 (PGI-250XL) High Yield Pigment Black Ink Cartridge,1gm0fkmh7pht1269,swiftink
,"I have ordered from Swift Ink numerous times. It works wonderfully in my Epson Workforce.
I am sold!!",5,2013-10-23T00:00:00.000Z,Thomas M.,6557,Remanufactured Replacement for Epson T676XL 5-Set Ink Cartridges: 2 Black & 1 each of Cyan / Magenta / Yellow,1gm0fkmh7pht1270,swiftink
,That was easy. i entered my printer and my choices appeared!  I purchased and they arrived two days later.  Easy as pie!,5,2013-10-23T00:00:00.000Z,Christina T.,6555,Remanufactured Replacement for Epson 676XL (T676XL420) Yellow Ink Cartridge,1gm0fkmh7pht1271,swiftink
,"I've ordered ink from Swift twice now and had it shipped to my Canada address. The first order arrived in just a few days. The second order took a bit more than a week but that's not bad considering that it has to go through customs. I'm very happy with the product, service and pricing.",5,2013-10-23T00:00:00.000Z,Andy B.,6278,Remanufactured Epson T273XL320 273XL High Yield Magenta Ink Cartridge,1gm0fkmh7pht1272,swiftink
,so far so good.  will order again from swiftink when needed.,5,2013-10-23T00:00:00.000Z,Karen L.,6220,Remanufactured Epson 200XL 10-Set Ink Cartridges: 4 Black & 2 each of Cyan / Magenta / Yellow,1gm0fkmh7pht1273,swiftink
,I am very satisfied with the ink. The prints are just as good or better than the name brand. The price is right and shipping is pretty fast. I will be using Swift Ink for all my printing needs. And I will recommend this site to others.,5,2013-10-23T00:00:00.000Z,Patricia H.,6220,Remanufactured Epson 200XL 10-Set Ink Cartridges: 4 Black & 2 each of Cyan / Magenta / Yellow,1gm0fkmh7pht1274,swiftink
,"The remanufactured Exposn cartidges work just like new ones and the last much longer than the standard 200 series of a lot less!  My dughter is in college and burning through the ink and paper, but we as saving big time with SwithInk!",5,2013-10-23T00:00:00.000Z,George S.,6218,Remanufactured Epson 200XL High Yield Yellow Ink Cartridge,1gm0fkmh7pht1275,swiftink
,Purchased about 10 cartridges all colors and they are all working perfectly.,5,2013-10-23T00:00:00.000Z,Michael W.,6212,Remanufactured Epson 200XL High Yield Black Ink Cartridge,1gm0fkmh7pht1276,swiftink
,"I recently purchased a remanufactured replacement black ink cartridge for my Epson printer from your company.  So far so good.  The cartridge fit perfectly, and the print quality is excellent.  As I  was waiting for the printer to reset, I received 2 warnings on the screen telling me that anything other than a genuine Epson cartridge would not work, and could permanently damage the printer.  So far this has not happened, and it's printing beautifully.  Even if the printer does break, it would be cheaper to buy a new printer than to buy ink cartridges at their price.",5,2013-10-23T00:00:00.000Z,David S.,6212,Remanufactured Epson 200XL High Yield Black Ink Cartridge,1gm0fkmh7pht1277,swiftink
,I will buy again!  Thanks for making good economical ink refills!,5,2013-10-23T00:00:00.000Z,Rod H.,6216,Remanufactured Epson 200XL High Yield Magenta Ink Cartridge,1gm0fkmh7pht1278,swiftink
,all ink worked  great.,5,2013-10-23T00:00:00.000Z,James C.,6214,Remanufactured Epson 200XL High Yield Cyan Ink Cartridge,1gm0fkmh7pht1279,swiftink
,WORTH THE MONEY YOU SPEND ON THEM.,5,2013-10-23T00:00:00.000Z,Darold M.,6172,Remanufactured Replacement for Epson T127320 (T1273) Extra High Capacity Magenta Ink Cartridge,1gm0fkmh7pht1280,swiftink
,I have never has a problem with the ink replacements or the delivery time. Good company to do business with.,5,2013-10-23T00:00:00.000Z,Richard J.,6174,Remanufactured Replacement for Epson T127420 (T1274) Extra High Capacity Yellow Ink Cartridge,1gm0fkmh7pht1281,swiftink
,"We have ordered several times from Swiftink and have had excellent results. We use to use Costco, but Swiftink even beat their price.",5,2013-10-23T00:00:00.000Z,Rudy N.,6172,Remanufactured Replacement for Epson T127320 (T1273) Extra High Capacity Magenta Ink Cartridge,1gm0fkmh7pht1282,swiftink
,it was great ill reorder,5,2013-10-23T00:00:00.000Z,janet m.,6172,Remanufactured Replacement for Epson T127320 (T1273) Extra High Capacity Magenta Ink Cartridge,1gm0fkmh7pht1283,swiftink
,"great seller ,will buy again",5,2013-10-23T00:00:00.000Z,Troy P.,6170,Remanufactured Replacement for Epson T127220 (T1272) Extra High Capacity Cyan Ink Cartridge,1gm0fkmh7pht1284,swiftink
,They always ship fast and take care of any issues with their cartridges!,5,2013-10-23T00:00:00.000Z,Niccole H.,6170,Remanufactured Replacement for Epson T127220 (T1272) Extra High Capacity Cyan Ink Cartridge,1gm0fkmh7pht1285,swiftink
,"I am very happy with the performance, the price and the promptness of shipping, as well as personal customer service from Swiftink. I heartily recommend them to anyone wanting to avoid the usurious prices of the brand name inks!",5,2013-10-23T00:00:00.000Z,Gretchen D.,6160,Remanufactured Replacement for Epson T126220 (T1262) Cyan Ink Cartridge,1gm0fkmh7pht1286,swiftink
,"Been ordering and using the inks for about 6 months now. Never a problem, always fast shipping and great price!",5,2013-10-23T00:00:00.000Z,David R.,6158,Remanufactured Replacement for Epson T126120 (T1261) Black Ink Cartridge,1gm0fkmh7pht1287,swiftink
,"my son just started with an insurance  company and must print alot of things these are great value and when he bought a printer and then it was not avilable , and we had already purchaced refills , you exchanged with no problem . Will contue to use your company and recommend to everyone",5,2013-10-23T00:00:00.000Z,Christine W.,6156,Remanufactured Replacement for Epson T125 10-Set Ink Cartridges: 4 Black & 2 each of Cyan / Magenta / Yellow,1gm0fkmh7pht1288,swiftink
